order_item_sk,order_id,product_id,product_category_name,unit_price,discount_amount,refund_amount,net_revenue,order_purchase_timestamp,purchase_date,purchase_month,geolocation_state
27554,d62387acb3914789e712406e9882e549,a5b27ab457629a351464825096c64688,eletronicos,119.90,14.39,0.00,105.51,2018-05-08 19:48:00.0000000,2018-05-08,2018-05-01,SP
23401,b693d6c35867fa1937455e04f2547df2,04df667e73ca2fab4b9a97c86466b699,relogios_presentes,179.99,21.60,0.00,158.39,2017-05-11 09:13:00.0000000,2017-05-11,2017-05-01,SP
1406,0ac645ddb846d1373321decb39c9956f,a3451244906bcab69b25de035b3ee0a2,ferramentas_jardim,59.00,7.08,0.00,51.92,2018-05-07 20:57:00.0000000,2018-05-07,2018-05-01,SP
26679,cf18c0b77059499a99818871229ab994,9372674c33091b1a6cbcb8ddb9c6f073,moveis_decoracao,34.00,4.25,0.00,29.75,2018-08-21 10:19:00.0000000,2018-08-21,2018-08-01,SP
12408,6147a4d49752afd35a119d794e481588,bf78843cda99fe99d2246a94a4a465a3,bebes,250.00,32.50,217.50,0.00,2017-04-25 13:35:00.0000000,2017-04-25,2017-04-01,SP
27982,d977821da81b766c90bcd3351f0dbf19,d4999f0bb50fc62456d99006bfd328fb,telefonia_fixa,59.90,7.19,0.00,52.71,2018-05-04 21:40:00.0000000,2018-05-04,2018-05-01,SP
11760,5c1f2bd7eff419c165428371164d750c,2a5ce93df0dd4ec1b23ebc2e599d793e,cama_mesa_banho,108.00,13.50,0.00,94.50,2018-03-08 15:59:00.0000000,2018-03-08,2018-03-01,SP
11499,5a00ef28abf9645038a7d37c1639d2c2,1d723e2d139a9fd6feb67aff90081bbd,beleza_saude,17.00,2.04,0.00,14.96,2018-06-11 13:00:00.0000000,2018-06-11,2018-06-01,SP
11506,5a0e5ad33542c79b10be87a344ee0086,ba4d4408f422ce8b42de69cbf879f5f9,alimentos_bebidas,84.90,10.19,0.00,74.71,2017-06-13 11:13:00.0000000,2017-06-13,2017-06-01,SP
1715,0d25f1b15acb59ceff22667265743132,4ba240359788835937feac3b20013ca3,cama_mesa_banho,115.00,14.38,0.00,100.62,2017-08-04 21:44:00.0000000,2017-08-04,2017-08-01,SP
30936,f0a82a328fd64b2796242bbfddb7e1d4,a3dae37f1227e4037d5e3be3f228bc84,informatica_acessorios,105.00,0.00,0.00,105.00,2017-10-06 18:22:00.0000000,2017-10-06,2017-10-01,SP
32237,faa911f9ff46e53aedc9408c5d6a24ad,10aa0f6833300990dff6f6763cc7ff8a,informatica_acessorios,110.32,0.00,0.00,110.32,2018-03-07 16:42:00.0000000,2018-03-07,2018-03-01,SP
23054,b3fb87dd5ffb58351fd40c4f9fe03cdf,1782400950423c9b12600278b8ef65d3,perfumaria,99.99,13.00,0.00,86.99,2018-06-19 00:26:00.0000000,2018-06-19,2018-06-01,SP
11106,56ecd129e9283080044e40f77065b350,1a0d662b65b5ef08796501b064c853af,automotivo,84.99,10.20,0.00,74.79,2017-10-12 23:11:00.0000000,2017-10-12,2017-10-01,SP
31262,f30607daae66843552e00843c6de88ef,739623b89d74a8fe22a2c7c8d77b12ec,beleza_saude,39.99,0.00,0.00,39.99,2018-02-21 13:18:00.0000000,2018-02-21,2018-02-01,SP
8445,4207ad8e0e4e4070f271c930d25f72d7,199edc405b7080eeba36e77ef66d1ea1,telefonia_fixa,58.90,7.07,51.83,0.00,2017-10-09 19:42:00.0000000,2017-10-09,2017-10-01,SP
7227,38b7efdf33dd5561f4f5d4f6e07b0414,78018501054dd80dc909eee2f22ddbd4,cool_stuff,399.90,47.99,0.00,351.91,2017-08-01 18:17:00.0000000,2017-08-01,2017-08-01,SP
6648,3440f090efa1949bc4e9ebd0b89b2b6c,1bb0f142789375f5709d08b2f2355c2b,cama_mesa_banho,99.49,12.44,0.00,87.05,2017-01-27 00:34:00.0000000,2017-01-27,2017-01-01,SP
10873,550a019d25590b5b3b6d31c0fd3edbbb,0c03a930e654a5f1ea08f95a5c67d076,beleza_saude,79.90,9.59,0.00,70.31,2017-04-03 23:09:00.0000000,2017-04-03,2017-04-01,SP
17742,8adafb3466daa5395694d3a906ff9d40,6ab6d9589ae19abcee458918d4779fae,eletronicos,53.90,6.47,0.00,47.43,2017-01-25 15:47:00.0000000,2017-01-25,2017-01-01,SP
30238,eb270c4cbf3671961f3883e8b888571b,0d8c64a12c0e49b2515674c031b965a1,moveis_decoracao,69.00,0.00,0.00,69.00,2017-12-06 09:53:00.0000000,2017-12-06,2017-12-01,SP
21542,a87f63f16c37c383775f476c6f22b635,4439198baadf8e8dcb009f990091179e,brinquedos,59.99,7.80,0.00,52.19,2017-01-14 15:42:00.0000000,2017-01-14,2017-01-01,SP
25175,c3fd670b03599718895218d479f660b6,2f5f6d54fb012db68068ba104791c61e,brinquedos,65.50,8.52,0.00,56.98,2017-10-04 17:56:00.0000000,2017-10-04,2017-10-01,SP
21138,a57a5bbb57b15b49050bc6a58a2f240e,ba5aeff0d2c2150a200bfffdc8b06ebd,beleza_saude,20.90,2.51,0.00,18.39,2018-01-17 09:55:00.0000000,2018-01-17,2018-01-01,SP
6462,32e4fa9bb468884309b58b9348de70c3,ccb28ec14bd00f54ea07dcfdeb39e78e,esporte_lazer,84.99,10.20,0.00,74.79,2018-07-04 16:49:00.0000000,2018-07-04,2018-07-01,SP
16557,813f8916cd12b887b0fa271f3263a4d3,7ba74f993dca27160dc49880d9ac56b2,esporte_lazer,1300.00,156.00,1144.00,0.00,2017-04-13 17:26:00.0000000,2017-04-13,2017-04-01,SP
20126,9dc8d1a6f16f1b89874c29c9d8d30447,a7bcd880d9580e8b2ab78868836ceb4e,informatica_acessorios,75.00,8.63,0.00,66.37,2017-10-12 13:33:00.0000000,2017-10-12,2017-10-01,SP
27827,d83706c29baf36eedf5e8adfb0da304e,65223c26538a2226610efc437e488b77,cama_mesa_banho,99.00,12.38,0.00,86.62,2017-03-13 11:36:00.0000000,2017-03-13,2017-03-01,SP
27383,d4ab8a264235be36f72a07621046d082,23365beed316535b4105bd800c46670e,telefonia,37.90,4.36,0.00,33.54,2018-06-01 15:34:00.0000000,2018-06-01,2018-06-01,SP
8246,407408433ee2a9ed77984aa5a06e2b2e,fcbdd87d29fc2d2fe700a7459d43445a,papelaria,139.00,16.68,0.00,122.32,2017-10-04 11:31:00.0000000,2017-10-04,2017-10-01,SP
2068,0fc34e566d3273325c404c113f4a8b2a,0a6a7cf8399cca39fa6289175e95badd,relogios_presentes,189.90,22.79,0.00,167.11,2017-11-02 14:51:00.0000000,2017-11-02,2017-11-01,SP
11689,5b96fa278c2b3c1e29c190ef1b651d08,8daaaa541e5e7170db4188f93911ab3a,pet_shop,154.99,18.60,0.00,136.39,2017-02-13 09:35:00.0000000,2017-02-13,2017-02-01,SP
22952,b3206cf64b7cd1480a6c6f9912b20666,ff3377c7e76bb050877c8a7c28d7525f,esporte_lazer,25.00,3.00,0.00,22.00,2017-09-13 20:30:00.0000000,2017-09-13,2017-09-01,SP
30114,ea337f88a8c5cab4e99da87460f1b99e,3a0a3519bcf5912cff87d401e007c5db,cool_stuff,45.00,0.00,0.00,45.00,2017-03-19 23:15:00.0000000,2017-03-19,2017-03-01,SP
20057,9d513821c0477231fc7c1bfd684d13d8,cda8b19a05af621d957a97a979b6fa9a,bebes,56.10,7.29,0.00,48.81,2017-02-20 21:31:00.0000000,2017-02-20,2017-02-01,SP
7364,39a0eaa2a980c810beaf68d76e52fa96,ff0253002f8f3b78103899fc6f6ba120,moveis_decoracao,29.99,3.75,0.00,26.24,2018-03-07 17:53:00.0000000,2018-03-07,2018-03-01,SP
9300,48a928c553c276852b35ce90fedfeee2,87c91527351ebab1c422be0f4738480b,esporte_lazer,19.90,2.39,0.00,17.51,2018-02-03 00:18:00.0000000,2018-02-03,2018-02-01,SP
8312,40ef667b4259d5f521a0fd1a093d0415,653db51f38df09a30a8f25e7933050fc,moveis_sala,1680.00,201.60,0.00,1478.40,2018-07-11 19:25:00.0000000,2018-07-11,2018-07-01,SP
16343,7f97f025c45cac922275120fdee4e062,d5d9e871a07a5ba84cef719ad92f0ab9,eletrodomesticos,87.47,10.50,0.00,76.97,2017-02-07 12:01:00.0000000,2017-02-07,2017-02-01,SP
9,00125cb692d04887809806618a2a145f,65400edfb5c91587f723f62138cbc40a,papelaria,22.00,2.64,0.00,19.36,2017-03-23 12:21:00.0000000,2017-03-23,2017-03-01,SP
8027,3ec2c982a9497e2aa32da12b18ce7266,627c9ddcab5043db4f8816ce2da1d31c,eletronicos,79.90,9.59,0.00,70.31,2018-05-04 20:19:00.0000000,2018-05-04,2018-05-01,SP
26454,cd864dfff08db3d739750d749ec053b3,46bc77b0444a94513691377cfcd3152f,cama_mesa_banho,55.50,6.94,48.56,0.00,2018-01-16 10:02:00.0000000,2018-01-16,2018-01-01,SP
24762,c0e59bb74c6b71dbd39b3073120e957d,c9058c144a2fef1c5b35f319457f6083,cama_mesa_banho,49.90,6.24,0.00,43.66,2018-08-04 09:09:00.0000000,2018-08-04,2018-08-01,SP
2181,10918fe4d665fda80034712895c2b92f,035a4019c8009b57768aa3c1e1ad63a3,moveis_decoracao,252.00,31.50,0.00,220.50,2017-06-26 07:04:00.0000000,2017-06-26,2017-06-01,SP
6874,3606d0126c19d4197f835572f5162c20,a290d14df28cfebaa8e74935525de682,relogios_presentes,29.00,3.48,0.00,25.52,2018-01-25 19:46:00.0000000,2018-01-25,2018-01-01,SP
17279,87386e2485df1ab61a6d060a092e4d6f,bf04528618b481f107b7ea5747432102,eletrodomesticos_2,119.00,14.28,0.00,104.72,2017-11-16 23:40:00.0000000,2017-11-16,2017-11-01,SP
18561,91bcade2288597459e1dbce52d6d0ef9,1fad46b84ac1748ff47bf2d703565a7a,climatizacao,58.90,7.07,0.00,51.83,2018-01-04 13:14:00.0000000,2018-01-04,2018-01-01,SP
28782,df8e5e994bcc820fcf403f9a875201e6,1ce0e963805e3c170485768e8b09fe65,moveis_decoracao,165.50,20.69,0.00,144.81,2018-08-01 13:30:00.0000000,2018-08-01,2018-08-01,SP
25281,c4cffa375b754170e9823a1fe9ac75bb,4338d9da0d2fabd85d1f0adb30b2789d,utilidades_domesticas,169.00,20.28,0.00,148.72,2018-07-29 00:48:00.0000000,2018-07-29,2018-07-01,SP
27340,d44b754260def6c94daa9e661e530044,1df2d3dd3744189ada2f2053d70039ae,utilidades_domesticas,130.00,15.60,0.00,114.40,2017-04-25 21:33:00.0000000,2017-04-25,2017-04-01,SP
26755,cfa4fa27b417971e86d8127cb688712f,cdbcde669141ea6af7193857333db4ff,moveis_decoracao,149.65,18.71,0.00,130.94,2018-08-16 09:44:00.0000000,2018-08-16,2018-08-01,SP
7524,3ad68235680db3c8a491e0362402fd96,974d9d3338a9d3d2b96ac5d5d9379968,esporte_lazer,18.17,2.18,0.00,15.99,2018-01-25 08:43:00.0000000,2018-01-25,2018-01-01,SP
2256,112f6cd3047e7f158607233e26206398,5907ee011dfad4ad998e382fe4df3d14,cama_mesa_banho,36.85,4.61,0.00,32.24,2018-01-03 16:29:00.0000000,2018-01-03,2018-01-01,SP
22018,ac244956f757aeeb76242334254bf9a5,51555187e14ed8bb8addc25344848ef7,cama_mesa_banho,49.00,6.13,0.00,42.87,2017-07-12 18:45:00.0000000,2017-07-12,2017-07-01,SP
9796,4c460fdf49b517270b6258ba2d3c1ef9,e59630cdf7c240d11dd424c08aadbc42,livros_tecnicos,820.05,98.41,0.00,721.64,2018-06-14 18:37:00.0000000,2018-06-14,2018-06-01,SP
30358,ec07555943e04d757937a8bea3a75ed7,f26e831dd6a085fbe6c442ba3efb970f,moveis_decoracao,78.00,0.00,78.00,0.00,2017-11-16 13:18:00.0000000,2017-11-16,2017-11-01,SP
9694,4b81496f1e0fd587a7394ba1e1b8aebb,16c47be00ea2407eaa988afdc442e863,cama_mesa_banho,35.90,4.49,0.00,31.41,2017-03-04 09:55:00.0000000,2017-03-04,2017-03-01,SP
2937,16e38caa92e342c7780f68832f832d4d,4bae12e58c9b828e1302a2cad437b80a,consoles_games,39.90,4.79,0.00,35.11,2018-05-07 01:09:00.0000000,2018-05-07,2018-05-01,SP
14037,6d710101fb9f067dd5385ea1b6021946,be021417a6acb56b9b50d3fd2714baa8,utilidades_domesticas,87.90,10.55,0.00,77.35,2018-05-31 10:16:00.0000000,2018-05-31,2018-05-01,SP
9460,49e19ca07e42bde08630a08e50ad980e,090d6db6ad440d35cef0726b5a8bec14,utilidades_domesticas,370.00,44.40,0.00,325.60,2018-05-31 17:47:00.0000000,2018-05-31,2018-05-01,SP
3518,1b5bd1070a7857f30e0856e204f30f25,bee760e5d1648771c6923cc199b11ba8,bebes,18.99,2.47,0.00,16.52,2017-11-28 08:02:00.0000000,2017-11-28,2017-11-01,SP
9928,4d315c56f2d8d8d27bf1a1365d41c923,fc158c6d4f95cc9d4c33c5b11b081779,esporte_lazer,38.79,4.66,0.00,34.13,2018-06-28 10:28:00.0000000,2018-06-28,2018-06-01,SP
13433,68a001baa8dbd45ba5096b470f57a498,64673f20839446c1eb744c7d5c299db7,telefonia_fixa,65.78,7.89,0.00,57.89,2017-10-16 18:26:00.0000000,2017-10-16,2017-10-01,SP
24084,bb90b02637daa6d6ea968529eed50699,587a77412dc2fc06488034be2a56f10c,pet_shop,24.99,3.00,0.00,21.99,2018-01-23 10:15:00.0000000,2018-01-23,2018-01-01,SP
21672,a98012aa8c697f2bcff9f8c2183e0f2b,5b917c70d9b106d8056bdde61c9850e7,construcao_ferramentas_construcao,359.00,43.08,0.00,315.92,2018-05-13 22:50:00.0000000,2018-05-13,2018-05-01,SP
6126,302e27012670f8e2db4418e6c619f54c,3c9f96101518a345e28a86181196b45a,utilidades_domesticas,34.90,4.19,0.00,30.71,2018-02-16 09:17:00.0000000,2018-02-16,2018-02-01,SP
31371,f3d418a0887dbfd5bd41c788c87ac28b,197cb673852389801377308c616f5738,beleza_saude,98.00,0.00,0.00,98.00,2017-12-10 16:46:00.0000000,2017-12-10,2017-12-01,SP
6313,31b157fa9491800710e3feeb482ccee9,0112c32bab2fb9a2147b92cdd5f1d3e7,cool_stuff,22.49,2.70,0.00,19.79,2017-12-11 23:18:00.0000000,2017-12-11,2017-12-01,SP
27250,d396adb7e51ca1bcb4a84cb786fee813,59da9108971775375af05a7280fc14be,esporte_lazer,29.99,3.60,0.00,26.39,2017-07-03 16:42:00.0000000,2017-07-03,2017-07-01,SP
19462,98cc17e56c367cbbe628aca0bbf9f08e,013b5dd7d319685753e2c12292975615,moveis_cozinha_area_de_servico_jantar_e_jardim,89.00,10.68,0.00,78.32,2018-01-06 21:37:00.0000000,2018-01-06,2018-01-01,SP
15551,7958d9e7f3083099780539e0054d0c54,b5b2072f757c9317caa9c32c3bbf393d,telefonia,59.00,6.79,0.00,52.21,2018-03-03 17:11:00.0000000,2018-03-03,2018-03-01,SP
9878,4cd9478b63edacb631dcf780b036b157,7130a7cfbe3bb2f11f6524e0cec6eafe,pet_shop,39.97,4.80,0.00,35.17,2018-06-23 19:29:00.0000000,2018-06-23,2018-06-01,SP
20302,9f035a4126d6f9cf43447e9b8eb6abae,90f39a309a8c05fa7aa4ef02178059cb,papelaria,41.99,5.04,0.00,36.95,2017-09-20 11:35:00.0000000,2017-09-20,2017-09-01,SP
765,05ae7d6bd78e2a61f4c0076a9d690aa8,df4495e4ea59aae2f22d349cf4b9ab19,relogios_presentes,13.50,1.62,0.00,11.88,2018-07-20 12:25:00.0000000,2018-07-20,2018-07-01,SP
3343,1a08b06cb8b9b557453b70b83fdc69cb,b83ba81552d0748b45288e7e57c62888,beleza_saude,4399.87,527.98,0.00,3871.89,2018-01-21 16:46:00.0000000,2018-01-21,2018-01-01,SP
23973,bac5dc94cc5dbf0810f1919c2aac13cd,6d01fb6c593d9afd887262570b656f9e,market_place,57.90,6.95,0.00,50.95,2017-07-08 17:35:00.0000000,2017-07-08,2017-07-01,SP
27948,d92d62eadcca8fd6509c4d0afad5b2c2,55609d9d2e5743133725e80ab40136a8,fashion_bolsas_e_acessorios,10.90,1.31,0.00,9.59,2018-08-07 14:12:00.0000000,2018-08-07,2018-08-01,SP
19671,9a886ac42ca6eb5571fbdd1bdd8be02e,db8ed3d08891d16a2438a67ab3acb740,cama_mesa_banho,35.00,4.38,0.00,30.62,2017-04-15 23:53:00.0000000,2017-04-15,2017-04-01,SP
32001,f8ebe0a43498e8d689afbbfec4b3eaba,f72b7888719ff77bf96e14bc97b64430,cama_mesa_banho,139.00,0.00,0.00,139.00,2017-09-11 15:39:00.0000000,2017-09-11,2017-09-01,SP
26778,cfd355e6233b9854f7decc72472f9c3e,a89dfe409c3d704660aea27a6bbba666,perfumaria,35.00,4.55,0.00,30.45,2017-03-24 15:50:00.0000000,2017-03-24,2017-03-01,SP
8427,41de3b8bbb80e2cc80c8d446a752d2fb,c55c77207af4d2ce4b0c54740f4ee7f3,beleza_saude,43.50,5.22,0.00,38.28,2018-05-06 19:45:00.0000000,2018-05-06,2018-05-01,SP
5997,2f4545bda1b1c794a9a35a3fbe4257ba,ce98361ef1341e15087ae4b1b2c53fdd,moveis_decoracao,2070.00,258.75,0.00,1811.25,2018-05-16 13:47:00.0000000,2018-05-16,2018-05-01,SP
12154,5f69f6bf68dce110479aa0bb515b47c8,ac907983b036be593568677bda43fff7,perfumaria,39.99,5.20,0.00,34.79,2017-11-26 11:20:00.0000000,2017-11-26,2017-11-01,SP
16369,7fd4d653725c9338a9c3eae892dbf616,a4a04b698e98a60246c2ecdbe629c447,bebes,30.97,4.03,0.00,26.94,2018-03-06 14:21:00.0000000,2018-03-06,2018-03-01,SP
7758,3c9a3ff1e41cb58bb8a24ae6f6eea080,805bf2490cf3dfc00aa1ce921ffde7ef,informatica_acessorios,79.90,9.19,0.00,70.71,2018-04-28 22:02:00.0000000,2018-04-28,2018-04-01,SP
21035,a4b79dbc2ad1b141dcc00a17f2450a11,967ec52b0c55fe9ccde964df30cef64e,utilidades_domesticas,135.00,16.20,0.00,118.80,2017-10-12 20:26:00.0000000,2017-10-12,2017-10-01,SP
1050,07fbc4f433fc8754c492bc6dfb0b1c52,f6605392877b41d225dd146d2cf116b5,ferramentas_jardim,56.99,6.84,0.00,50.15,2017-07-05 08:49:00.0000000,2017-07-05,2017-07-01,SP
2926,16cb3a72f04e248a1244b076ce0d9bb7,d5eaad1134bfeff3b2e4a051f652801d,malas_acessorios,13.98,1.68,0.00,12.30,2018-05-23 14:21:00.0000000,2018-05-23,2018-05-01,SP
14260,6f36c999f8ef8d1a3a999079a5b637aa,4ede085df4efad73e78ee270b669f7aa,beleza_saude,72.99,8.76,0.00,64.23,2017-12-16 15:29:00.0000000,2017-12-16,2017-12-01,SP
26298,cc66dee6fbc18bb79903c3a2cc14ff52,ae410a493a61c3073fae7d006ba0cc8d,beleza_saude,59.99,7.20,0.00,52.79,2018-04-12 14:37:00.0000000,2018-04-12,2018-04-01,SP
13948,6ccac061be472c84db514aca9acd26e0,da9897a610529d3139497d3bd8bbccb0,relogios_presentes,9.90,1.19,0.00,8.71,2017-12-11 07:50:00.0000000,2017-12-11,2017-12-01,SP
3478,1b00c4d80c81cdbc36487c96c6e92f07,0d944ade388f4db684ab7578aadcc0ad,fashion_bolsas_e_acessorios,69.90,8.39,0.00,61.51,2017-05-14 09:36:00.0000000,2017-05-14,2017-05-01,SP
30232,eb1873ec4d6a2af1c0626a7d08bd9c09,2d68dc900969487798076d5f21c1090d,moveis_decoracao,19.90,0.00,0.00,19.90,2018-05-10 17:48:00.0000000,2018-05-10,2018-05-01,SP
28653,de81104d0d1d1a5d4dd09e89a7ea4cd1,e5d51a994a31fdaf8d7ec087d31a9576,beleza_saude,99.00,11.88,0.00,87.12,2017-02-10 16:37:00.0000000,2017-02-10,2017-02-01,SP
5790,2d9ea2efa410b1efd6bbd47d126819b6,e6df15acc550c0878f3fdaa84f57f9e1,cama_mesa_banho,34.99,4.37,0.00,30.62,2018-02-19 00:38:00.0000000,2018-02-19,2018-02-01,SP
5667,2cb414479754a8e1ed07eed0ccfc0778,a3394de35879ea62967d01d3d93b2cc1,moveis_decoracao,210.00,26.25,0.00,183.75,2018-06-03 09:59:00.0000000,2018-06-03,2018-06-01,SP
23315,b5e23127e5bc161906c1d23be69f7e16,b8f2f150810c5ddaef91dc06f045c597,cama_mesa_banho,13.90,1.74,0.00,12.16,2017-11-13 16:23:00.0000000,2017-11-13,2017-11-01,SP
22023,ac2b7c522d811acba0aa270ed3e112e4,4fb3a6cb6e0aa78466566ab0ec0666c6,cama_mesa_banho,55.90,6.99,0.00,48.91,2016-10-05 15:08:00.0000000,2016-10-05,2016-10-01,SP
10845,54bc2449fbe0368b74470e4280fe494e,4397fe12c3beea290f2022592b0afb09,pet_shop,14.82,1.78,0.00,13.04,2018-04-24 13:35:00.0000000,2018-04-24,2018-04-01,SP
1795,0daf1f0e67b534ad873ba61c5d6ad7d3,b4b50667a9874708d4e3ac962ebb21fa,construcao_ferramentas_seguranca,529.90,63.59,0.00,466.31,2017-09-05 10:54:00.0000000,2017-09-05,2017-09-01,SP
10004,4dcc01481b7ab4f5f37c8eb4c4c67841,19e17f268ccea61dbea86367763aec38,casa_construcao,69.89,8.39,0.00,61.50,2018-04-08 13:20:00.0000000,2018-04-08,2018-04-01,SP
9309,48b7d84507eb52608a007fde9d641daa,fc94d52bb346616a130e657a8fac829b,bebes,38.99,5.07,0.00,33.92,2018-05-07 15:38:00.0000000,2018-05-07,2018-05-01,SP
16032,7d1ac7d65c6b5d59a9ac241fa41da57d,765424ab0bedf806eb8cbc97be0bea93,brinquedos,79.99,10.40,0.00,69.59,2017-06-16 23:17:00.0000000,2017-06-16,2017-06-01,SP
9990,4dadcd5f9e682c17fdc6dded70c048e0,bbc218887dbdfc5ff05ffc02831a906e,esporte_lazer,19.99,2.40,0.00,17.59,2017-05-07 13:53:00.0000000,2017-05-07,2017-05-01,SP
17739,8ad3f1d0f96992e43566c4c82c9f6c58,72b781d37ad5c06da9a06f01248d3f48,cama_mesa_banho,65.89,8.24,0.00,57.65,2018-07-17 21:25:00.0000000,2018-07-17,2018-07-01,SP
26474,cdbe906438125d1d5bf88bb289f8ed61,7a5b821fca01c5a75fa33c06f249e0f5,beleza_saude,59.00,7.08,0.00,51.92,2018-08-02 12:25:00.0000000,2018-08-02,2018-08-01,SP
29989,e9280658289b5c5215dcc3b7183c0541,f71e81166f65ac9b5174e4630ab20615,ferramentas_jardim,189.90,0.00,0.00,189.90,2017-10-24 09:13:00.0000000,2017-10-24,2017-10-01,SP
25975,ca290a06ee0945b956f79c93b5191633,c0c5899d3df29722ba3f12be79dfeb10,moveis_decoracao,159.90,19.99,0.00,139.91,2018-04-09 22:02:00.0000000,2018-04-09,2018-04-01,SP
27276,d3ca7b82c922817b06e5ca21165c5ea2,52557b5771eba333f455ba6486ea6f19,cama_mesa_banho,320.00,40.00,0.00,280.00,2017-11-16 13:54:00.0000000,2017-11-16,2017-11-01,SP
19128,962debbd5f682617761de8b0f7789bc5,ffc88104d219c1b767d566fd93653dd2,utilidades_domesticas,53.99,6.48,0.00,47.51,2017-06-05 08:45:00.0000000,2017-06-05,2017-06-01,SP
27478,d57e15fb07fd180f06ab3926b39edcd2,5eccc2d95245db3260989916f2646afe,malas_acessorios,28.90,0.00,0.00,28.90,2018-01-08 19:39:00.0000000,2018-01-08,2018-01-01,SP
31749,f6f6a68d78c7dd4b319f6df3c846094b,594bff45af61fb86865982df0382ad42,esporte_lazer,140.00,0.00,0.00,140.00,2018-04-13 12:10:00.0000000,2018-04-13,2018-04-01,SP
16504,80d36d94a5ac668fd0479b5e848207c9,668c1d83312f239e50994fbb06aeb4dd,relogios_presentes,134.99,16.20,0.00,118.79,2017-11-16 17:01:00.0000000,2017-11-16,2017-11-01,SP
16035,7d219bd2feeb13ad311a00db33c06a3c,a2ac160db30aac7da9de55d381d376c4,automotivo,49.99,6.00,0.00,43.99,2017-05-25 13:50:00.0000000,2017-05-25,2017-05-01,SP
7695,3c333445207b077f35c9e81a7e7c7273,97dd14dcd2c85f01c271127d6413f2d8,esporte_lazer,465.00,55.80,0.00,409.20,2018-07-13 13:42:00.0000000,2018-07-13,2018-07-01,SP
1705,0d13e311818a800d01cd46fb35dd3c27,dd9da9cbb4e0c6fddd01b0d8839f3e77,moveis_decoracao,229.99,28.75,0.00,201.24,2017-03-29 23:16:00.0000000,2017-03-29,2017-03-01,SP
20491,a06c43ed81f5c604287461f4d21949ce,56ce131d9dcf10be8c9eb0b670194766,papelaria,440.00,52.80,0.00,387.20,2017-10-24 17:39:00.0000000,2017-10-24,2017-10-01,SP
18548,919a615149354b4e074eff65adaeae81,1f5f0f003ce8595ad88fb215ec1409e6,cine_foto,179.99,21.60,0.00,158.39,2017-12-28 18:40:00.0000000,2017-12-28,2017-12-01,SP
9467,49e76d6a1b1f9ff4d04f85b2304ad378,0b43cf5c79d088cfca305c4ac3ce50b0,telefonia,38.99,4.48,0.00,34.51,2018-01-26 15:52:00.0000000,2018-01-26,2018-01-01,SP
32133,f9f15e02ed74cf8a21b8266a55498942,b17110b2eaee2f703cc79fca95fd624e,utilidades_domesticas,161.99,0.00,0.00,161.99,2017-10-12 21:46:00.0000000,2017-10-12,2017-10-01,SP
27337,d445a6e277eaa62900bc18d453d96d76,bee0c416b1b3ef44a263c18c47f76cda,automotivo,39.90,4.79,0.00,35.11,2017-08-03 10:39:00.0000000,2017-08-03,2017-08-01,SP
24312,bd5c9d506fee7419ee3c669d0123a067,fc5c33cddd49638580cfe9fec90aa943,bebes,48.65,6.32,0.00,42.33,2017-03-25 23:51:00.0000000,2017-03-25,2017-03-01,SP
12930,64ea4c51ad1203229ba011693f35da54,80d94e8b1c573406cd537684045cc87a,utilidades_domesticas,58.50,7.02,0.00,51.48,2018-01-29 13:09:00.0000000,2018-01-29,2018-01-01,SP
32645,fdbd371c335ecb94ccb8a65c37d8ebba,3eda91c4ed75e3ce93482a5eed64868d,fashion_roupa_masculina,349.99,0.00,0.00,349.99,2017-12-25 20:14:00.0000000,2017-12-25,2017-12-01,SP
3152,18905a8655f8255bf50d2eeadce2641e,3c839ed874f2e0444a38bfc8daf5ad5e,utilidades_domesticas,218.00,26.16,0.00,191.84,2018-01-25 23:32:00.0000000,2018-01-25,2018-01-01,SP
25961,ca0400dec2c292340c373e63b1c2c597,f4e74dfba86d9a38ceb930c9d34bbc0d,beleza_saude,19.90,2.39,0.00,17.51,2017-11-28 10:27:00.0000000,2017-11-28,2017-11-01,SP
30644,ee43d4bf4491386fa4837c502b9c3f4e,b823551434fcf1d7f42527b9cc0b36b7,fashion_bolsas_e_acessorios,219.90,0.00,0.00,219.90,2017-03-07 06:35:00.0000000,2017-03-07,2017-03-01,SP
12153,5f674c43ef69fe052df34f1519f7bc12,45af706a261242e1f74e90aee7b49a5b,cama_mesa_banho,49.90,6.24,0.00,43.66,2017-10-25 18:57:00.0000000,2017-10-25,2017-10-01,SP
16083,7d7b903bbd7d3b762ad60115c30185f2,c384917e9d01a9fe89791010d3ed0883,malas_acessorios,45.65,5.48,0.00,40.17,2017-08-14 21:13:00.0000000,2017-08-14,2017-08-01,SP
25608,c761a8b74f1e876bc5efc4186f720e27,89f59eee27a6a49b9f0d887136c71cd4,beleza_saude,99.90,11.99,0.00,87.91,2017-04-03 19:07:00.0000000,2017-04-03,2017-04-01,SP
25609,c761a8b74f1e876bc5efc4186f720e27,dd89d65fbdcdde1b2dd534d255797c71,beleza_saude,38.89,4.67,0.00,34.22,2017-04-03 19:07:00.0000000,2017-04-03,2017-04-01,SP
14030,6d60cc495dfb5a5851f56f188c4e4059,4dc3dcf258288cfda345034a4d96fbf9,moveis_decoracao,149.00,18.63,0.00,130.37,2017-04-20 21:03:00.0000000,2017-04-20,2017-04-01,SP
